Date,StockCode,Close
2024-03-21,UCID,920.0
2024-03-21,UDNG,88.0
2024-03-21,UFOE,208.0
2024-03-21,ULTJ,1700.0
2024-03-21,UNIC,8025.0
2024-03-21,UNIQ,320.0
2024-03-21,UNIT,316.0
2024-03-21,UNSP,113.0
2024-03-21,UNTD,172.0
2024-03-21,UNTR,24775.0
2024-03-21,UNVR,2720.0
2024-03-21,URBN,132.0
2024-03-21,UVCR,120.0
2024-03-21,VAST,68.0
2024-03-21,VICI,625.0
2024-03-21,VICO,109.0
2024-03-21,VINS,159.0
2024-03-21,VISI,160.0
2024-03-21,VIVA,50.0
2024-03-21,VKTR,152.0
2024-03-21,VOKS,183.0
2024-03-21,VRNA,91.0
2024-03-21,VTNY,191.0
2024-03-21,WAPO,134.0
2024-03-21,WEGE,83.0
2024-03-21,WEHA,168.0
2024-03-21,WGSH,62.0
2024-03-21,WICO,121.0
2024-03-21,WIDI,16.0
2024-03-21,WIFI,138.0
2024-03-21,WIIM,1565.0
2024-03-21,WIKA,240.0
2024-03-21,WINE,376.0
2024-03-21,WINR,50.0
2024-03-21,WINS,486.0
2024-03-21,WIRG,106.0
2024-03-21,WMPP,50.0
2024-03-21,WMUU,50.0
2024-03-21,WOMF,410.0
2024-03-21,WOOD,338.0
2024-03-21,WOWS,50.0
2024-03-21,WSBP,50.0
2024-03-21,WSKT,202.0
2024-03-21,WTON,108.0
2024-03-21,YELO,50.0
2024-03-21,YPAS,326.0
2024-03-21,YULE,2350.0
2024-03-21,ZATA,50.0
2024-03-21,ZBRA,460.0
2024-03-21,ZINC,50.0
2024-03-21,ZONE,1125.0
2024-03-21,ZYRX,162.0
